Timestamp,BuildingID,DeviceID,Location,MetricType,Value,Unit,Status
2025-11-11 19:17:12.407284,BLD-LYO-002,LIGHT-02D-I4,"Floor 1, Office A",Occupancy_Status,1.0,boolean,OK
2025-11-11 19:18:38.807284,BLD-MAR-003,HVAC-01C-H2,"Floor 2, Server Room",Temperature_C,24.9,C,OK
2025-11-11 19:20:05.207284,BLD-LYO-002,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,23.6,C,Error
2025-11-11 19:21:31.607284,BLD-LYO-002,EM-05B-G1,"Basement, HVAC Unit",ActivePower_kW,4.91,kW,OK
2025-11-11 19:22:58.007284,BLD-MAR-003,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,19.4,C,OK
2025-11-11 19:24:24.407284,BLD-LYO-002,EM-04A-F3,"Floor 2, Server Room",ActivePower_kW,1.36,kW,OK
2025-11-11 19:25:50.807284,BLD-LYO-002,EM-05B-G1,"Floor 1, Office A",Current_A,14.97,A,Error
2025-11-11 19:27:17.207284,BLD-MAR-003,EM-04A-F3,"Floor 2, Server Room",ActivePower_kW,2.41,kW,OK
2025-11-11 19:28:43.607284,BLD-PAR-001,LIGHT-02D-I4,"Basement, HVAC Unit",Occupancy_Status,0.0,boolean,OK
2025-11-11 19:30:10.007284,BLD-LYO-002,LIGHT-02D-I4,"Basement, HVAC Unit",Occupancy_Status,0.0,boolean,OK
2025-11-11 19:31:36.407284,BLD-PAR-001,HVAC-01C-H2,"Basement, HVAC Unit",Temperature_C,24.9,C,OK
2025-11-11 19:33:02.807284,BLD-LYO-002,EM-05B-G1,"Basement, HVAC Unit",Current_A,6.77,A,OK
2025-11-11 19:34:29.207284,BLD-PAR-001,LIGHT-02D-I4,"Floor 3, Meeting Room",Occupancy_Status,1.0,boolean,OK
2025-11-11 19:35:55.607284,BLD-PAR-001,EM-05B-G1,"Floor 3, Meeting Room",Current_A,10.16,A,OK
2025-11-11 19:37:22.007284,BLD-MAR-003,EM-04A-F3,"Floor 3, Meeting Room",Current_A,10.13,A,OK
2025-11-11 19:38:48.407284,BLD-LYO-002,EM-04A-F3,"Floor 3, Meeting Room",Current_A,8.73,A,OK
2025-11-11 19:40:14.807284,BLD-PAR-001,EM-04A-F3,"Basement, HVAC Unit",ActivePower_kW,3.21,kW,OK
2025-11-11 19:41:41.207284,BLD-PAR-001,EM-05B-G1,"Floor 3, Meeting Room",ActivePower_kW,2.06,kW,OK
2025-11-11 19:43:07.607284,BLD-MAR-003,EM-05B-G1,"Floor 3, Meeting Room",ActivePower_kW,1.79,kW,OK
2025-11-11 19:44:34.007284,BLD-PAR-001,EM-04A-F3,"Floor 2, Server Room",Current_A,3.23,A,OK
2025-11-11 19:46:00.407284,BLD-LYO-002,EM-05B-G1,"Floor 1, Office A",ActivePower_kW,4.72,kW,OK
2025-11-11 19:47:26.807284,BLD-MAR-003,HVAC-01C-H2,"Floor 1, Office A",Temperature_C,21.6,C,OK
2025-11-11 19:48:53.207284,BLD-LYO-002,EM-05B-G1,"Floor 2, Server Room",Current_A,11.83,A,OK
2025-11-11 19:50:19.607284,BLD-MAR-003,EM-04A-F3,"Floor 1, Office A",ActivePower_kW,2.88,kW,OK
2025-11-11 19:51:46.007284,BLD-PAR-001,LIGHT-02D-I4,"Floor 2, Server Room",Occupancy_Status,0.0,boolean,OK
2025-11-11 19:53:12.407284,BLD-LYO-002,HVAC-01C-H2,"Basement, HVAC Unit",Temperature_C,20.4,C,OK
2025-11-11 19:54:38.807284,BLD-MAR-003,EM-05B-G1,"Floor 3, Meeting Room",Current_A,8.63,A,Error
2025-11-11 19:56:05.207284,BLD-LYO-002,EM-05B-G1,"Basement, HVAC Unit",ActivePower_kW,4.58,kW,OK
2025-11-11 19:57:31.607284,BLD-PAR-001,LIGHT-02D-I4,"Floor 2, Server Room",Occupancy_Status,0.0,boolean,OK
2025-11-11 19:58:58.007284,BLD-PAR-001,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,24.0,C,OK
2025-11-11 20:00:24.407284,BLD-MAR-003,HVAC-01C-H2,"Basement, HVAC Unit",Temperature_C,22.3,C,OK
2025-11-11 20:01:50.807284,BLD-LYO-002,EM-04A-F3,"Floor 1, Office A",ActivePower_kW,4.43,kW,OK
2025-11-11 20:03:17.207284,BLD-LYO-002,LIGHT-02D-I4,"Floor 2, Server Room",Occupancy_Status,1.0,boolean,OK
2025-11-11 20:04:43.607284,BLD-PAR-001,LIGHT-02D-I4,"Floor 2, Server Room",Occupancy_Status,0.0,boolean,OK
2025-11-11 20:06:10.007284,BLD-LYO-002,HVAC-01C-H2,"Basement, HVAC Unit",Temperature_C,19.7,C,OK
2025-11-11 20:07:36.407284,BLD-PAR-001,EM-04A-F3,"Basement, HVAC Unit",Current_A,8.85,A,OK
2025-11-11 20:09:02.807284,BLD-MAR-003,EM-04A-F3,"Basement, HVAC Unit",Current_A,8.17,A,OK
2025-11-11 20:10:29.207284,BLD-MAR-003,HVAC-01C-H2,"Floor 2, Server Room",Temperature_C,19.8,C,OK
2025-11-11 20:11:55.607284,BLD-MAR-003,HVAC-01C-H2,"Floor 2, Server Room",Temperature_C,24.6,C,OK
2025-11-11 20:13:22.007284,BLD-PAR-001,EM-05B-G1,"Floor 3, Meeting Room",Current_A,9.02,A,OK
2025-11-11 20:14:48.407284,BLD-LYO-002,EM-04A-F3,"Floor 2, Server Room",ActivePower_kW,1.39,kW,OK
2025-11-11 20:16:14.807284,BLD-MAR-003,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,19.0,C,OK
2025-11-11 20:17:41.207284,BLD-LYO-002,EM-05B-G1,"Floor 3, Meeting Room",Current_A,9.92,A,OK
2025-11-11 20:19:07.607284,BLD-PAR-001,LIGHT-02D-I4,"Floor 3, Meeting Room",Occupancy_Status,1.0,boolean,OK
2025-11-11 20:20:34.007284,BLD-MAR-003,EM-05B-G1,"Floor 2, Server Room",ActivePower_kW,2.79,kW,OK
2025-11-11 20:22:00.407284,BLD-LYO-002,EM-04A-F3,"Floor 3, Meeting Room",Current_A,4.33,A,OK
2025-11-11 20:23:26.807284,BLD-PAR-001,EM-04A-F3,"Floor 3, Meeting Room",ActivePower_kW,4.4,kW,OK
2025-11-11 20:24:53.207284,BLD-PAR-001,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,21.0,C,OK
2025-11-11 20:26:19.607284,BLD-MAR-003,EM-04A-F3,"Floor 3, Meeting Room",ActivePower_kW,4.98,kW,OK
2025-11-11 20:27:46.007284,BLD-MAR-003,EM-04A-F3,"Floor 3, Meeting Room",ActivePower_kW,4.66,kW,OK
2025-11-11 20:29:12.407284,BLD-MAR-003,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,21.8,C,OK
2025-11-11 20:30:38.807284,BLD-MAR-003,EM-04A-F3,"Floor 2, Server Room",ActivePower_kW,4.94,kW,OK
2025-11-11 20:32:05.207284,BLD-LYO-002,EM-05B-G1,"Floor 1, Office A",Current_A,4.81,A,OK
2025-11-11 20:33:31.607284,BLD-MAR-003,HVAC-01C-H2,"Floor 1, Office A",Temperature_C,24.9,C,OK
2025-11-11 20:34:58.007284,BLD-MAR-003,EM-05B-G1,"Basement, HVAC Unit",Current_A,4.83,A,OK
2025-11-11 20:36:24.407284,BLD-PAR-001,HVAC-01C-H2,"Floor 2, Server Room",Temperature_C,19.6,C,OK
2025-11-11 20:37:50.807284,BLD-LYO-002,EM-05B-G1,"Floor 2, Server Room",Current_A,12.89,A,OK
2025-11-11 20:39:17.207284,BLD-MAR-003,HVAC-01C-H2,"Basement, HVAC Unit",Temperature_C,24.6,C,OK
2025-11-11 20:40:43.607284,BLD-LYO-002,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,21.0,C,OK
2025-11-11 20:42:10.007284,BLD-LYO-002,HVAC-01C-H2,"Basement, HVAC Unit",Temperature_C,24.2,C,OK
2025-11-11 20:43:36.407284,BLD-PAR-001,EM-04A-F3,"Floor 2, Server Room",ActivePower_kW,3.4,kW,OK
2025-11-11 20:45:02.807284,BLD-LYO-002,LIGHT-02D-I4,"Basement, HVAC Unit",Occupancy_Status,1.0,boolean,OK
2025-11-11 20:46:29.207284,BLD-LYO-002,LIGHT-02D-I4,"Floor 3, Meeting Room",Occupancy_Status,1.0,boolean,OK
2025-11-11 20:47:55.607284,BLD-PAR-001,EM-05B-G1,"Floor 3, Meeting Room",ActivePower_kW,1.8,kW,OK
2025-11-11 20:49:22.007284,BLD-PAR-001,EM-04A-F3,"Floor 1, Office A",ActivePower_kW,1.36,kW,OK
2025-11-11 20:50:48.407284,BLD-LYO-002,LIGHT-02D-I4,"Floor 2, Server Room",Occupancy_Status,1.0,boolean,OK
2025-11-11 20:52:14.807284,BLD-MAR-003,EM-05B-G1,"Floor 2, Server Room",ActivePower_kW,0.69,kW,OK
2025-11-11 20:53:41.207284,BLD-MAR-003,EM-04A-F3,"Basement, HVAC Unit",ActivePower_kW,4.74,kW,OK
2025-11-11 20:55:07.607284,BLD-PAR-001,LIGHT-02D-I4,"Floor 3, Meeting Room",Occupancy_Status,1.0,boolean,OK
2025-11-11 20:56:34.007284,BLD-MAR-003,EM-05B-G1,"Floor 2, Server Room",Current_A,7.62,A,OK
2025-11-11 20:58:00.407284,BLD-LYO-002,EM-05B-G1,"Floor 1, Office A",ActivePower_kW,2.92,kW,OK
2025-11-11 20:59:26.807284,BLD-PAR-001,EM-04A-F3,"Floor 1, Office A",Current_A,4.54,A,OK
2025-11-11 21:00:53.207284,BLD-LYO-002,EM-05B-G1,"Floor 2, Server Room",Current_A,8.06,A,OK
2025-11-11 21:02:19.607284,BLD-MAR-003,LIGHT-02D-I4,"Floor 3, Meeting Room",Occupancy_Status,1.0,boolean,OK
2025-11-11 21:03:46.007284,BLD-PAR-001,EM-04A-F3,"Floor 1, Office A",ActivePower_kW,0.77,kW,OK
2025-11-11 21:05:12.407284,BLD-LYO-002,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,19.3,C,OK
2025-11-11 21:06:38.807284,BLD-PAR-001,LIGHT-02D-I4,"Floor 1, Office A",Occupancy_Status,0.0,boolean,OK
2025-11-11 21:08:05.207284,BLD-LYO-002,EM-05B-G1,"Floor 2, Server Room",ActivePower_kW,4.79,kW,OK
2025-11-11 21:09:31.607284,BLD-PAR-001,EM-05B-G1,"Floor 3, Meeting Room",Current_A,14.2,A,OK
2025-11-11 21:10:58.007284,BLD-PAR-001,HVAC-01C-H2,"Basement, HVAC Unit",Temperature_C,22.1,C,OK
2025-11-11 21:12:24.407284,BLD-MAR-003,EM-05B-G1,"Basement, HVAC Unit",Current_A,12.78,A,OK
2025-11-11 21:13:50.807284,BLD-LYO-002,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,19.1,C,OK
2025-11-11 21:15:17.207284,BLD-MAR-003,EM-04A-F3,"Floor 3, Meeting Room",Current_A,14.37,A,OK
2025-11-11 21:16:43.607284,BLD-LYO-002,LIGHT-02D-I4,"Floor 3, Meeting Room",Occupancy_Status,1.0,boolean,OK
2025-11-11 21:18:10.007284,BLD-LYO-002,LIGHT-02D-I4,"Floor 3, Meeting Room",Occupancy_Status,1.0,boolean,OK
2025-11-11 21:19:36.407284,BLD-MAR-003,EM-05B-G1,"Floor 3, Meeting Room",Current_A,5.85,A,OK
2025-11-11 21:21:02.807284,BLD-MAR-003,HVAC-01C-H2,"Floor 2, Server Room",Temperature_C,22.7,C,OK
2025-11-11 21:22:29.207284,BLD-PAR-001,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,21.8,C,OK
2025-11-11 21:23:55.607284,BLD-PAR-001,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,20.8,C,OK
2025-11-11 21:25:22.007284,BLD-PAR-001,EM-05B-G1,"Floor 2, Server Room",Current_A,12.74,A,OK
2025-11-11 21:26:48.407284,BLD-PAR-001,EM-05B-G1,"Floor 3, Meeting Room",Current_A,10.01,A,OK
2025-11-11 21:28:14.807284,BLD-MAR-003,EM-04A-F3,"Floor 1, Office A",Current_A,3.22,A,OK
2025-11-11 21:29:41.207284,BLD-LYO-002,EM-04A-F3,"Basement, HVAC Unit",ActivePower_kW,5.0,kW,OK
2025-11-11 21:31:07.607284,BLD-PAR-001,LIGHT-02D-I4,"Floor 2, Server Room",Occupancy_Status,1.0,boolean,OK
2025-11-11 21:32:34.007284,BLD-LYO-002,EM-04A-F3,"Floor 1, Office A",Current_A,8.17,A,OK
2025-11-11 21:34:00.407284,BLD-LYO-002,EM-05B-G1,"Floor 2, Server Room",Current_A,9.53,A,OK
2025-11-11 21:35:26.807284,BLD-PAR-001,EM-05B-G1,"Floor 2, Server Room",Current_A,9.16,A,OK
2025-11-11 21:36:53.207284,BLD-LYO-002,EM-04A-F3,"Basement, HVAC Unit",Current_A,1.7,A,Warning
2025-11-11 21:38:19.607284,BLD-PAR-001,EM-04A-F3,"Floor 2, Server Room",ActivePower_kW,3.68,kW,OK
2025-11-11 21:39:46.007284,BLD-LYO-002,EM-05B-G1,"Floor 3, Meeting Room",Current_A,11.9,A,OK
2025-11-11 21:41:12.407284,BLD-MAR-003,LIGHT-02D-I4,"Basement, HVAC Unit",Occupancy_Status,1.0,boolean,Error
2025-11-11 21:42:38.807284,BLD-PAR-001,HVAC-01C-H2,"Basement, HVAC Unit",Temperature_C,20.7,C,OK
2025-11-11 21:44:05.207284,BLD-PAR-001,EM-05B-G1,"Floor 2, Server Room",Current_A,11.24,A,OK
2025-11-11 21:45:31.607284,BLD-MAR-003,LIGHT-02D-I4,"Basement, HVAC Unit",Occupancy_Status,1.0,boolean,OK
2025-11-11 21:46:58.007284,BLD-PAR-001,EM-04A-F3,"Floor 2, Server Room",Current_A,14.04,A,OK
2025-11-11 21:48:24.407284,BLD-MAR-003,HVAC-01C-H2,"Floor 1, Office A",Temperature_C,22.8,C,OK
2025-11-11 21:49:50.807284,BLD-LYO-002,EM-05B-G1,"Floor 2, Server Room",ActivePower_kW,3.76,kW,OK
2025-11-11 21:51:17.207284,BLD-LYO-002,EM-04A-F3,"Floor 2, Server Room",Current_A,12.43,A,OK
2025-11-11 21:52:43.607284,BLD-LYO-002,LIGHT-02D-I4,"Floor 1, Office A",Occupancy_Status,1.0,boolean,OK
2025-11-11 21:54:10.007284,BLD-MAR-003,LIGHT-02D-I4,"Basement, HVAC Unit",Occupancy_Status,0.0,boolean,OK
2025-11-11 21:55:36.407284,BLD-PAR-001,HVAC-01C-H2,"Floor 1, Office A",Temperature_C,22.7,C,OK
2025-11-11 21:57:02.807284,BLD-LYO-002,EM-04A-F3,"Basement, HVAC Unit",Current_A,1.3,A,OK
2025-11-11 21:58:29.207284,BLD-LYO-002,HVAC-01C-H2,"Floor 1, Office A",Temperature_C,21.6,C,OK
2025-11-11 21:59:55.607284,BLD-PAR-001,LIGHT-02D-I4,"Floor 2, Server Room",Occupancy_Status,1.0,boolean,OK
2025-11-11 22:01:22.007284,BLD-PAR-001,LIGHT-02D-I4,"Floor 2, Server Room",Occupancy_Status,0.0,boolean,OK
2025-11-11 22:02:48.407284,BLD-MAR-003,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,21.8,C,OK
2025-11-11 22:04:14.807284,BLD-LYO-002,EM-05B-G1,"Floor 3, Meeting Room",Current_A,3.27,A,OK
2025-11-11 22:05:41.207284,BLD-LYO-002,EM-04A-F3,"Floor 2, Server Room",ActivePower_kW,0.95,kW,OK
2025-11-11 22:07:07.607284,BLD-MAR-003,HVAC-01C-H2,"Floor 2, Server Room",Temperature_C,21.1,C,OK
2025-11-11 22:08:34.007284,BLD-MAR-003,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,21.0,C,OK
2025-11-11 22:10:00.407284,BLD-MAR-003,EM-05B-G1,"Basement, HVAC Unit",Current_A,4.71,A,OK
2025-11-11 22:11:26.807284,BLD-PAR-001,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,24.5,C,OK
2025-11-11 22:12:53.207284,BLD-LYO-002,EM-04A-F3,"Floor 3, Meeting Room",ActivePower_kW,3.35,kW,OK
2025-11-11 22:14:19.607284,BLD-MAR-003,EM-05B-G1,"Floor 2, Server Room",ActivePower_kW,2.11,kW,OK
2025-11-11 22:15:46.007284,BLD-PAR-001,HVAC-01C-H2,"Floor 1, Office A",Temperature_C,23.0,C,OK
2025-11-11 22:17:12.407284,BLD-LYO-002,EM-05B-G1,"Floor 1, Office A",ActivePower_kW,2.31,kW,OK
2025-11-11 22:18:38.807284,BLD-MAR-003,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,24.3,C,OK
2025-11-11 22:20:05.207284,BLD-PAR-001,LIGHT-02D-I4,"Floor 3, Meeting Room",Occupancy_Status,0.0,boolean,OK
2025-11-11 22:21:31.607284,BLD-LYO-002,EM-05B-G1,"Basement, HVAC Unit",ActivePower_kW,2.47,kW,OK
2025-11-11 22:22:58.007284,BLD-MAR-003,EM-05B-G1,"Floor 1, Office A",ActivePower_kW,3.09,kW,OK
2025-11-11 22:24:24.407284,BLD-LYO-002,LIGHT-02D-I4,"Basement, HVAC Unit",Occupancy_Status,0.0,boolean,OK
2025-11-11 22:25:50.807284,BLD-MAR-003,EM-04A-F3,"Floor 3, Meeting Room",Current_A,7.41,A,OK
2025-11-11 22:27:17.207284,BLD-MAR-003,EM-05B-G1,"Basement, HVAC Unit",Current_A,5.2,A,OK
2025-11-11 22:28:43.607284,BLD-MAR-003,EM-04A-F3,"Floor 1, Office A",ActivePower_kW,2.29,kW,OK
2025-11-11 22:30:10.007284,BLD-LYO-002,EM-04A-F3,"Floor 1, Office A",ActivePower_kW,4.79,kW,OK
2025-11-11 22:31:36.407284,BLD-PAR-001,EM-04A-F3,"Floor 3, Meeting Room",ActivePower_kW,3.98,kW,OK
2025-11-11 22:33:02.807284,BLD-MAR-003,LIGHT-02D-I4,"Floor 1, Office A",Occupancy_Status,1.0,boolean,OK
2025-11-11 22:34:29.207284,BLD-LYO-002,HVAC-01C-H2,"Floor 3, Meeting Room",Temperature_C,20.4,C,OK
2025-11-11 22:35:55.607284,BLD-LYO-002,EM-04A-F3,"Floor 3, Meeting Room",ActivePower_kW,3.54,kW,OK
2025-11-11 22:37:22.007284,BLD-LYO-002,EM-05B-G1,"Basement, HVAC Unit",Current_A,8.76,A,OK
2025-11-11 22:38:48.407284,BLD-LYO-002,HVAC-01C-H2,"Basement, HVAC Unit",Temperature_C,23.6,C,Warning
